"short_description","icd_code","long_title"
"Hemic and lymphatic systems","V861   ","Estrogen receptor negative status [ER-]"
"Hospital observation services","V861   ","Estrogen receptor negative status [ER-]"
"Integumentary system","V861   ","Estrogen receptor negative status [ER-]"
"Hospital observation services","V8652XA","Driver of snowmobile injured in nontraffic accident, initial encounter"
"Musculoskeletal system","V8652XA","Driver of snowmobile injured in nontraffic accident, initial encounter"
"Hospital observation services","V8656XA","Driver of dirt bike or motor/cross bike injured in nontraffic accident, initial encounter"
"Hospital observation services","V8659XA","Driver of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, initial encounter"
"Hospital observation services","V8699XD","Unspecified occupant of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, subsequent encounter"
"Musculoskeletal system","V8699XD","Unspecified occupant of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, subsequent encounter"
"Hospital observation services","V872   ","Contact with and (suspected) exposure to other potentially hazardous chemicals"
"Integumentary system","V872   ","Contact with and (suspected) exposure to other potentially hazardous chemicals"
"Musculoskeletal system","V872   ","Contact with and (suspected) exposure to other potentially hazardous chemicals"
"Nervous system","V872   ","Contact with and (suspected) exposure to other potentially hazardous chemicals"
"Hospital observation services","V8731  ","Contact with and (suspected) exposure to mold"
"Hospital observation services","V8739  ","Contact with and (suspected) exposure to other potentially hazardous substances"
"Cardiovascular","V8741  ","Personal history of antineoplastic chemotherapy"
"Cardiovascular system","V8741  ","Personal history of antineoplastic chemotherapy"
"Digestive system","V8741  ","Personal history of antineoplastic chemotherapy"
"Endocrine system","V8741  ","Personal history of antineoplastic chemotherapy"
"Hemic and lymphatic systems","V8741  ","Personal history of antineoplastic chemotherapy"
"Hospital observation services","V8741  ","Personal history of antineoplastic chemotherapy"
"Integumentary system","V8741  ","Personal history of antineoplastic chemotherapy"
"Male genital system","V8741  ","Personal history of antineoplastic chemotherapy"
"Musculoskeletal system","V8741  ","Personal history of antineoplastic chemotherapy"
"Nervous system","V8741  ","Personal history of antineoplastic chemotherapy"
"Respiratory system","V8741  ","Personal history of antineoplastic chemotherapy"
"Urinary system","V8741  ","Personal history of antineoplastic chemotherapy"
"Hospital observation services","V8746  ","Personal history of immunosuppressive therapy"
"Hospital observation services","V878XXA","Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter"
"Integumentary system","V878XXA","Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter"
"Musculoskeletal system","V878XXA","Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter"
"Nervous system","V878XXA","Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter"
"Cardiovascular","V8801  ","Acquired absence of both cervix and uterus"
"Cardiovascular system","V8801  ","Acquired absence of both cervix and uterus"
"Digestive system","V8801  ","Acquired absence of both cervix and uterus"
"Endocrine system","V8801  ","Acquired absence of both cervix and uterus"
"Eye and ocular adnexa","V8801  ","Acquired absence of both cervix and uterus"
"Female genital system","V8801  ","Acquired absence of both cervix and uterus"
"Hemic and lymphatic systems","V8801  ","Acquired absence of both cervix and uterus"
"Hospital observation services","V8801  ","Acquired absence of both cervix and uterus"
"Integumentary system","V8801  ","Acquired absence of both cervix and uterus"
"Musculoskeletal system","V8801  ","Acquired absence of both cervix and uterus"
"Nervous system","V8801  ","Acquired absence of both cervix and uterus"
"Other services and procedures","V8801  ","Acquired absence of both cervix and uterus"
"Respiratory system","V8801  ","Acquired absence of both cervix and uterus"
"Female genital system","V8802  ","Acquired absence of uterus with remaining cervical stump"
"Hospital observation services","V8802  ","Acquired absence of uterus with remaining cervical stump"
"Urinary system","V8802  ","Acquired absence of uterus with remaining cervical stump"
"Digestive system","V8811  ","Acquired total absence of pancreas"
"Cardiovascular","V8812  ","Acquired partial absence of pancreas"
"Digestive system","V8812  ","Acquired partial absence of pancreas"
"Endocrine system","V8812  ","Acquired partial absence of pancreas"
"Hospital observation services","V8812  ","Acquired partial absence of pancreas"
"Hospital observation services","V881XXA","Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic, initial encounter"
"Hospital observation services","V8901  ","Suspected problem with amniotic cavity and membrane not found"
"Hospital observation services","V8909  ","Other suspected maternal and fetal condition not found"
"Hospital observation services","V890XXA","Person injured in unspecified motor-vehicle accident, nontraffic, initial encounter"
"Integumentary system","V890XXA","Person injured in unspecified motor-vehicle accident, nontraffic, initial encounter"
"Musculoskeletal system","V890XXA","Person injured in unspecified motor-vehicle accident, nontraffic, initial encounter"
"Eye and ocular adnexa","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Hemic and lymphatic systems","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Hospital observation services","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Integumentary system","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Male genital system","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Musculoskeletal system","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Nervous system","V892XXA","Person injured in unspecified motor-vehicle accident, traffic, initial encounter"
"Hospital observation services","V892XXD","Person injured in unspecified motor-vehicle accident, traffic, subsequent encounter"
"Musculoskeletal system","V892XXD","Person injured in unspecified motor-vehicle accident, traffic, subsequent encounter"
"Nervous system","V892XXD","Person injured in unspecified motor-vehicle accident, traffic, subsequent encounter"
"Hospital observation services","V892XXS","Person injured in unspecified motor-vehicle accident, traffic, sequela"
"Nervous system","V892XXS","Person injured in unspecified motor-vehicle accident, traffic, sequela"
"Respiratory system","V892XXS","Person injured in unspecified motor-vehicle accident, traffic, sequela"
"Hospital observation services","V9010  ","Retained metal fragments, unspecified"
"Integumentary system","V9010  ","Retained metal fragments, unspecified"
"Musculoskeletal system","V9010  ","Retained metal fragments, unspecified"
"Hospital observation services","V9011  ","Retained magnetic metal fragments"
"Nervous system","V9011  ","Retained magnetic metal fragments"
"Hospital observation services","V9012  ","Retained nonmagnetic metal fragments"
"Musculoskeletal system","V9012  ","Retained nonmagnetic metal fragments"
"Hospital observation services","V9033  ","Retained wood fragments"
"Integumentary system","V9033  ","Retained wood fragments"
"Musculoskeletal system","V9033  ","Retained wood fragments"
"Hospital observation services","V9039  ","Other retained organic fragments"
"Integumentary system","V9081  ","Retained glass fragments"
"Musculoskeletal system","V9081  ","Retained glass fragments"
"Nervous system","V9081  ","Retained glass fragments"
"Digestive system","V9089  ","Other specified retained foreign body"
"Hospital observation services","V9089  ","Other specified retained foreign body"
"Integumentary system","V9089  ","Other specified retained foreign body"
"Musculoskeletal system","V9089  ","Other specified retained foreign body"
"Nervous system","V9089  ","Other specified retained foreign body"
"Hospital observation services","V9102  ","Twin gestation, monochorionic/diamniotic (one placenta, two amniotic sacs)"
"Maternity care and delivery","V9102  ","Twin gestation, monochorionic/diamniotic (one placenta, two amniotic sacs)"
"Cardiovascular system","V9103  ","Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)"
"Female genital system","V9103  ","Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)"
"Hospital observation services","V9103  ","Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)"
"Maternity care and delivery","V9103  ","Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)"
"Hospital observation services","V9183XA","Other injury due to other accident to other powered watercraft, initial encounter"
"Hospital observation services","V9209XA","Drowning and submersion due to fall off unspecified watercraft, initial encounter"
"Musculoskeletal system","V9209XA","Drowning and submersion due to fall off unspecified watercraft, initial encounter"
"Hospital observation services","V9223XA","Drowning and submersion due to being washed overboard from other powered watercraft, initial encounter"
"Musculoskeletal system","V9223XA","Drowning and submersion due to being washed overboard from other powered watercraft, initial encounter"
"Nervous system","V9223XA","Drowning and submersion due to being washed overboard from other powered watercraft, initial encounter"
"Hospital observation services","V988XXA","Other specified transport accidents, initial encounter"
"Hospital observation services","W000XXA","Fall on same level due to ice and snow, initial encounter"
"Musculoskeletal system","W000XXA","Fall on same level due to ice and snow, initial encounter"
"Nervous system","W000XXA","Fall on same level due to ice and snow, initial encounter"
"Hospital observation services","W000XXD","Fall on same level due to ice and snow, subsequent encounter"
"Hospital observation services","W001XXA","Fall from stairs and steps due to ice and snow, initial encounter"
"Musculoskeletal system","W001XXA","Fall from stairs and steps due to ice and snow, initial encounter"
"Hospital observation services","W002XXA","Other fall from one level to another due to ice and snow, initial encounter"
"Musculoskeletal system","W002XXA","Other fall from one level to another due to ice and snow, initial encounter"
"Nervous system","W002XXA","Other fall from one level to another due to ice and snow, initial encounter"
"Hospital observation services","W009XXA","Unspecified fall due to ice and snow, initial encounter"
"Musculoskeletal system","W009XXA","Unspecified fall due to ice and snow, initial encounter"
"Nervous system","W009XXA","Unspecified fall due to ice and snow, initial encounter"
"Digestive system","W010XXA","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"Hospital observation services","W010XXA","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"Integumentary system","W010XXA","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"Musculoskeletal system","W010XXA","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"Nervous system","W010XXA","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"Hospital observation services","W010XXD","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, subsequent encounter"
"Musculoskeletal system","W010XXD","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, subsequent encounter"
"Nervous system","W010XXD","Fall on same level from slipping, tripping and stumbling without subsequent striking against object, subsequent encounter"
"Cardiovascular system","W0110XA","Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object, initial encounter"
"Hospital observation services","W0110XA","Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object, initial encounter"
"Musculoskeletal system","W0110XA","Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object, initial encounter"
"Nervous system","W0110XA","Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object, initial encounter"
"Hospital observation services","W01190A","Fall on same level from slipping, tripping and stumbling with subsequent striking against furniture, initial encounter"
"Digestive system","W01198A","Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
"Eye and ocular adnexa","W01198A","Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
"Hospital observation services","W01198A","Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
"Musculoskeletal system","W01198A","Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
"Nervous system","W01198A","Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
"Hospital observation services","W03XXXA","Other fall on same level due to collision with another person, initial encounter"
"Musculoskeletal system","W03XXXA","Other fall on same level due to collision with another person, initial encounter"
"Nervous system","W03XXXA","Other fall on same level due to collision with another person, initial encounter"
"Cardiovascular system","W050XXA","Fall from non-moving wheelchair, initial encounter"
"Hospital observation services","W050XXA","Fall from non-moving wheelchair, initial encounter"
"Integumentary system","W050XXA","Fall from non-moving wheelchair, initial encounter"
"Musculoskeletal system","W050XXA","Fall from non-moving wheelchair, initial encounter"
"Hospital observation services","W06XXXA","Fall from bed, initial encounter"
"Integumentary system","W06XXXA","Fall from bed, initial encounter"
"Musculoskeletal system","W06XXXA","Fall from bed, initial encounter"
"Nervous system","W06XXXA","Fall from bed, initial encounter"
"Hospital observation services","W06XXXD","Fall from bed, subsequent encounter"
"Hospital observation services","W07XXXA","Fall from chair, initial encounter"
"Musculoskeletal system","W07XXXA","Fall from chair, initial encounter"
"Hospital observation services","W08XXXA","Fall from other furniture, initial encounter"
"Musculoskeletal system","W08XXXA","Fall from other furniture, initial encounter"
"Hospital observation services","W100XXA","Fall (on)(from) escalator, initial encounter"
"Hospital observation services","W101XXA","Fall (on)(from) sidewalk curb, initial encounter"
"Hospital observation services","W102XXA","Fall (on)(from) incline, initial encounter"
"Hospital observation services","W108XXA","Fall (on) (from) other stairs and steps, initial encounter"
"Musculoskeletal system","W108XXA","Fall (on) (from) other stairs and steps, initial encounter"
"Nervous system","W108XXA","Fall (on) (from) other stairs and steps, initial encounter"
"Hospital observation services","W109XXA","Fall (on) (from) unspecified stairs and steps, initial encounter"
"Integumentary system","W109XXA","Fall (on) (from) unspecified stairs and steps, initial encounter"
"Musculoskeletal system","W109XXA","Fall (on) (from) unspecified stairs and steps, initial encounter"
"Nervous system","W109XXA","Fall (on) (from) unspecified stairs and steps, initial encounter"
"Musculoskeletal system","W109XXS","Fall (on) (from) unspecified stairs and steps, sequela"
"Nervous system","W109XXS","Fall (on) (from) unspecified stairs and steps, sequela"
"Hospital observation services","W11XXXA","Fall on and from ladder, initial encounter"
"Integumentary system","W11XXXA","Fall on and from ladder, initial encounter"
"Musculoskeletal system","W11XXXA","Fall on and from ladder, initial encounter"
"Nervous system","W11XXXA","Fall on and from ladder, initial encounter"
"Hospital observation services","W11XXXD","Fall on and from ladder, subsequent encounter"
"Musculoskeletal system","W11XXXD","Fall on and from ladder, subsequent encounter"
"Nervous system","W11XXXD","Fall on and from ladder, subsequent encounter"
"Hospital observation services","W12XXXA","Fall on and from scaffolding, initial encounter"
"Integumentary system","W12XXXA","Fall on and from scaffolding, initial encounter"
"Musculoskeletal system","W12XXXA","Fall on and from scaffolding, initial encounter"
"Nervous system","W12XXXA","Fall on and from scaffolding, initial encounter"
"Hospital observation services","W12XXXS","Fall on and from scaffolding, sequela"
"Musculoskeletal system","W12XXXS","Fall on and from scaffolding, sequela"
"Nervous system","W12XXXS","Fall on and from scaffolding, sequela"
"Hospital observation services","W130XXA","Fall from, out of or through balcony, initial encounter"
"Hospital observation services","W132XXA","Fall from, out of or through roof, initial encounter"
"Musculoskeletal system","W132XXA","Fall from, out of or through roof, initial encounter"
"Hospital observation services","W134XXA","Fall from, out of or through window, initial encounter"
"Musculoskeletal system","W134XXA","Fall from, out of or through window, initial encounter"
"Nervous system","W134XXA","Fall from, out of or through window, initial encounter"
"Hospital observation services","W138XXA","Fall from, out of or through other building or structure, initial encounter"
"Musculoskeletal system","W138XXA","Fall from, out of or through other building or structure, initial encounter"
"Hospital observation services","W139XXA","Fall from, out of or through building, not otherwise specified, initial encounter"
"Hospital observation services","W14XXXA","Fall from tree, initial encounter"
"Musculoskeletal system","W14XXXA","Fall from tree, initial encounter"
"Nervous system","W14XXXA","Fall from tree, initial encounter"
"Hospital observation services","W16112A","Fall into natural body of water striking water surface causing other injury, initial encounter"
"Hospital observation services","W1642XA","Fall into unspecified water causing other injury, initial encounter"
"Hospital observation services","W172XXA","Fall into hole, initial encounter"
"Musculoskeletal system","W172XXA","Fall into hole, initial encounter"
"Nervous system","W172XXA","Fall into hole, initial encounter"
"Hospital observation services","W1781XA","Fall down embankment (hill), initial encounter"
"Musculoskeletal system","W1781XA","Fall down embankment (hill), initial encounter"
"Nervous system","W1781XA","Fall down embankment (hill), initial encounter"
"Cardiovascular","W1789XA","Other fall from one level to another, initial encounter"
"Cardiovascular system","W1789XA","Other fall from one level to another, initial encounter"
"Digestive system","W1789XA","Other fall from one level to another, initial encounter"
"Eye and ocular adnexa","W1789XA","Other fall from one level to another, initial encounter"
"Female genital system","W1789XA","Other fall from one level to another, initial encounter"
"Hospital observation services","W1789XA","Other fall from one level to another, initial encounter"
"Integumentary system","W1789XA","Other fall from one level to another, initial encounter"
"Musculoskeletal system","W1789XA","Other fall from one level to another, initial encounter"
"Nervous system","W1789XA","Other fall from one level to another, initial encounter"
"Hospital observation services","W1789XD","Other fall from one level to another, subsequent encounter"
"Musculoskeletal system","W1789XD","Other fall from one level to another, subsequent encounter"
"Nervous system","W1789XD","Other fall from one level to another, subsequent encounter"
"Hospital observation services","W1800XA","Striking against unspecified object with subsequent fall, initial encounter"
"Musculoskeletal system","W1801XA","Striking against sports equipment with subsequent fall, initial encounter"
"Nervous system","W1801XA","Striking against sports equipment with subsequent fall, initial encounter"
"Hospital observation services","W1809XA","Striking against other object with subsequent fall, initial encounter"
"Musculoskeletal system","W1809XA","Striking against other object with subsequent fall, initial encounter"
"Hospital observation services","W1809XD","Striking against other object with subsequent fall, subsequent encounter"
"Hospital observation services","W1811XA","Fall from or off toilet without subsequent striking against object, initial encounter"
"Hospital observation services","W1812XA","Fall from or off toilet with subsequent striking against object, initial encounter"
"Eye and ocular adnexa","W182XXA","Fall in (into) shower or empty bathtub, initial encounter"
"Hospital observation services","W182XXA","Fall in (into) shower or empty bathtub, initial encounter"
"Musculoskeletal system","W182XXA","Fall in (into) shower or empty bathtub, initial encounter"
"Hospital observation services","W1830XA","Fall on same level, unspecified, initial encounter"
"Integumentary system","W1830XA","Fall on same level, unspecified, initial encounter"
"Musculoskeletal system","W1830XA","Fall on same level, unspecified, initial encounter"
"Nervous system","W1830XA","Fall on same level, unspecified, initial encounter"
"Hospital observation services","W1830XD","Fall on same level, unspecified, subsequent encounter"
"Musculoskeletal system","W1831XA","Fall on same level due to stepping on an object, initial encounter"
"Nervous system","W1831XA","Fall on same level due to stepping on an object, initial encounter"
"Digestive system","W1839XA","Other fall on same level, initial encounter"
"Eye and ocular adnexa","W1839XA","Other fall on same level, initial encounter"
"Hospital observation services","W1839XA","Other fall on same level, initial encounter"
"Musculoskeletal system","W1839XA","Other fall on same level, initial encounter"
"Nervous system","W1839XA","Other fall on same level, initial encounter"
"Hospital observation services","W1840XA","Slipping, tripping and stumbling without falling, unspecified, initial encounter"
"Musculoskeletal system","W1840XA","Slipping, tripping and stumbling without falling, unspecified, initial encounter"
"Hospital observation services","W1849XA","Other slipping, tripping and stumbling without falling, initial encounter"
"Musculoskeletal system","W1849XA","Other slipping, tripping and stumbling without falling, initial encounter"
"Nervous system","W1849XA","Other slipping, tripping and stumbling without falling, initial encounter"
"Cardiovascular","W19XXXA","Unspecified fall, initial encounter"
"Cardiovascular system","W19XXXA","Unspecified fall, initial encounter"
"Digestive system","W19XXXA","Unspecified fall, initial encounter"
"Endocrine system","W19XXXA","Unspecified fall, initial encounter"
"Hospital observation services","W19XXXA","Unspecified fall, initial encounter"
"Integumentary system","W19XXXA","Unspecified fall, initial encounter"
"Musculoskeletal system","W19XXXA","Unspecified fall, initial encounter"
"Nervous system","W19XXXA","Unspecified fall, initial encounter"
"Respiratory system","W19XXXA","Unspecified fall, initial encounter"
"Hospital observation services","W19XXXD","Unspecified fall, subsequent encounter"
"Musculoskeletal system","W19XXXD","Unspecified fall, subsequent encounter"
"Nervous system","W19XXXD","Unspecified fall, subsequent encounter"
"Hospital observation services","W19XXXS","Unspecified fall, sequela"
"Hospital observation services","W200XXA","Struck by falling object in cave-in, initial encounter"
"Hospital observation services","W201XXA","Struck by object due to collapse of building, initial encounter"
"Hospital observation services","W208XXA","Other cause of strike by thrown, projected or falling object, initial encounter"
"Integumentary system","W208XXA","Other cause of strike by thrown, projected or falling object, initial encounter"
"Musculoskeletal system","W208XXA","Other cause of strike by thrown, projected or falling object, initial encounter"
"Nervous system","W208XXA","Other cause of strike by thrown, projected or falling object, initial encounter"
"Hospital observation services","W208XXD","Other cause of strike by thrown, projected or falling object, subsequent encounter"
"Hospital observation services","W2103XA","Struck by baseball, initial encounter"
"Musculoskeletal system","W2103XA","Struck by baseball, initial encounter"
"Hospital observation services","W2107XA","Struck by softball, initial encounter"
"Musculoskeletal system","W2107XA","Struck by softball, initial encounter"
"Hospital observation services","W21220A","Struck by ice hockey puck, initial encounter"
"Musculoskeletal system","W21220A","Struck by ice hockey puck, initial encounter"
"Hospital observation services","W2131XA","Struck by shoe cleats, initial encounter"
"Hospital observation services","W2189XA","Striking against or struck by other sports equipment, initial encounter"
"Hospital observation services","W2201XA","Walked into wall, initial encounter"
"Integumentary system","W2201XA","Walked into wall, initial encounter"
"Musculoskeletal system","W2201XA","Walked into wall, initial encounter"
"Musculoskeletal system","W2203XA","Walked into furniture, initial encounter"
"Nervous system","W2203XA","Walked into furniture, initial encounter"
"Digestive system","W2209XA","Striking against other stationary object, initial encounter"
"Hospital observation services","W2209XA","Striking against other stationary object, initial encounter"
"Musculoskeletal system","W2209XA","Striking against other stationary object, initial encounter"
"Hospital observation services","W2211XA","Striking against or struck by driver side automobile airbag, initial encounter"
"Eye and ocular adnexa","W228XXA","Striking against or struck by other objects, initial encounter"
"Hospital observation services","W228XXA","Striking against or struck by other objects, initial encounter"
"Integumentary system","W228XXA","Striking against or struck by other objects, initial encounter"
"Musculoskeletal system","W228XXA","Striking against or struck by other objects, initial encounter"
"Nervous system","W228XXA","Striking against or struck by other objects, initial encounter"
"Cardiovascular system","W230XXA","Caught, crushed, jammed, or pinched between moving objects, initial encounter"
"Hospital observation services","W230XXA","Caught, crushed, jammed, or pinched between moving objects, initial encounter"
"Integumentary system","W230XXA","Caught, crushed, jammed, or pinched between moving objects, initial encounter"
"Musculoskeletal system","W230XXA","Caught, crushed, jammed, or pinched between moving objects, initial encounter"
"Nervous system","W230XXA","Caught, crushed, jammed, or pinched between moving objects, initial encounter"
"Hospital observation services","W231XXA","Caught, crushed, jammed, or pinched between stationary objects, initial encounter"
"Musculoskeletal system","W231XXA","Caught, crushed, jammed, or pinched between stationary objects, initial encounter"
"Hospital observation services","W240XXA","Contact with lifting devices, not elsewhere classified, initial encounter"
"Musculoskeletal system","W240XXA","Contact with lifting devices, not elsewhere classified, initial encounter"
"Nervous system","W240XXA","Contact with lifting devices, not elsewhere classified, initial encounter"
"Cardiovascular system","W25XXXA","Contact with sharp glass, initial encounter"
"Hospital observation services","W25XXXA","Contact with sharp glass, initial encounter"
"Integumentary system","W25XXXA","Contact with sharp glass, initial encounter"
"Musculoskeletal system","W25XXXA","Contact with sharp glass, initial encounter"
"Nervous system","W25XXXA","Contact with sharp glass, initial encounter"
"Operating microscope (deleted code)","W25XXXA","Contact with sharp glass, initial encounter"
"Cardiovascular system","W260XXA","Contact with knife, initial encounter"
"Hospital observation services","W260XXA","Contact with knife, initial encounter"
"Integumentary system","W260XXA","Contact with knife, initial encounter"
"Musculoskeletal system","W260XXA","Contact with knife, initial encounter"
"Nervous system","W260XXA","Contact with knife, initial encounter"
"Hospital observation services","W260XXD","Contact with knife, subsequent encounter"
"Musculoskeletal system","W260XXD","Contact with knife, subsequent encounter"
"Nervous system","W260XXD","Contact with knife, subsequent encounter"
"Cardiovascular system","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Hospital observation services","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Integumentary system","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Maternity care and delivery","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Musculoskeletal system","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Nervous system","W268XXA","Contact with other sharp object(s), not elsewhere classified, initial encounter"
"Hospital observation services","W269XXA","Contact with unspecified sharp object(s), initial encounter"
"Cardiovascular system","W270XXA","Contact with workbench tool, initial encounter"
"Hospital observation services","W270XXA","Contact with workbench tool, initial encounter"
"Integumentary system","W270XXA","Contact with workbench tool, initial encounter"
"Musculoskeletal system","W270XXA","Contact with workbench tool, initial encounter"
"Nervous system","W270XXA","Contact with workbench tool, initial encounter"
"Hospital observation services","W274XXA","Contact with kitchen utensil, initial encounter"
"Cardiovascular system","W278XXA","Contact with other nonpowered hand tool, initial encounter"
"Hospital observation services","W278XXA","Contact with other nonpowered hand tool, initial encounter"
"Integumentary system","W278XXA","Contact with other nonpowered hand tool, initial encounter"
"Musculoskeletal system","W278XXA","Contact with other nonpowered hand tool, initial encounter"
"Nervous system","W278XXA","Contact with other nonpowered hand tool, initial encounter"
"Hospital observation services","W28XXXA","Contact with powered lawn mower, initial encounter"
"Musculoskeletal system","W28XXXA","Contact with powered lawn mower, initial encounter"
"Hospital observation services","W293XXA","Contact with powered garden and outdoor hand tools and machinery, initial encounter"
"Integumentary system","W293XXA","Contact with powered garden and outdoor hand tools and machinery, initial encounter"
"Musculoskeletal system","W293XXA","Contact with powered garden and outdoor hand tools and machinery, initial encounter"
"Musculoskeletal system","W294XXA","Contact with nail gun, initial encounter"
"Hospital observation services","W298XXA","Contact with other powered hand tools and household machinery, initial encounter"
"Integumentary system","W298XXA","Contact with other powered hand tools and household machinery, initial encounter"
"Musculoskeletal system","W298XXA","Contact with other powered hand tools and household machinery, initial encounter"
"Nervous system","W298XXA","Contact with other powered hand tools and household machinery, initial encounter"
"Hospital observation services","W3089XA","Contact with other specified agricultural machinery, initial encounter"
"Cardiovascular system","W311XXA","Contact with metalworking machines, initial encounter"
"Hospital observation services","W311XXA","Contact with metalworking machines, initial encounter"
"Musculoskeletal system","W311XXA","Contact with metalworking machines, initial encounter"
"Nervous system","W311XXA","Contact with metalworking machines, initial encounter"
"Cardiovascular system","W312XXA","Contact with powered woodworking and forming machines, initial encounter"
"Hospital observation services","W312XXA","Contact with powered woodworking and forming machines, initial encounter"
"Integumentary system","W312XXA","Contact with powered woodworking and forming machines, initial encounter"
"Musculoskeletal system","W312XXA","Contact with powered woodworking and forming machines, initial encounter"
"Nervous system","W312XXA","Contact with powered woodworking and forming machines, initial encounter"
"Hospital observation services","W3182XA","Contact with other commercial machinery, initial encounter"
"Cardiovascular system","W3189XA","Contact with other specified machinery, initial encounter"
"Hospital observation services","W3189XA","Contact with other specified machinery, initial encounter"
"Integumentary system","W3189XA","Contact with other specified machinery, initial encounter"
"Musculoskeletal system","W3189XA","Contact with other specified machinery, initial encounter"
"Nervous system","W3189XA","Contact with other specified machinery, initial encounter"
"Hospital observation services","W3189XD","Contact with other specified machinery, subsequent encounter"
"Hospital observation services","W3189XS","Contact with other specified machinery, sequela"
"Musculoskeletal system","W319XXA","Contact with unspecified machinery, initial encounter"
"Hospital observation services","W320XXA","Accidental handgun discharge, initial encounter"
"Musculoskeletal system","W320XXA","Accidental handgun discharge, initial encounter"
"Nervous system","W320XXA","Accidental handgun discharge, initial encounter"
"Cardiovascular system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Digestive system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Hospital observation services","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Integumentary system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Musculoskeletal system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Nervous system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Respiratory system","W3400XA","Accidental discharge from unspecified firearms or gun, initial encounter"
"Hospital observation services","W3400XS","Accidental discharge from unspecified firearms or gun, sequela"
"Male genital system","W3400XS","Accidental discharge from unspecified firearms or gun, sequela"
"Hospital observation services","W34010A","Accidental discharge of airgun, initial encounter"
"Musculoskeletal system","W34010A","Accidental discharge of airgun, initial encounter"
"Nervous system","W34010A","Accidental discharge of airgun, initial encounter"
"Hospital observation services","W363XXA","Explosion and rupture of pressurized-gas tank, initial encounter"
"Hospital observation services","W39XXXA","Discharge of firework, initial encounter"
"Integumentary system","W39XXXA","Discharge of firework, initial encounter"
"Nervous system","W39XXXA","Discharge of firework, initial encounter"
"Hospital observation services","W450XXA","Nail entering through skin, initial encounter"
"Cardiovascular system","W458XXA","Other foreign body or object entering through skin, initial encounter"
"Hospital observation services","W458XXA","Other foreign body or object entering through skin, initial encounter"
"Musculoskeletal system","W458XXA","Other foreign body or object entering through skin, initial encounter"
"Nervous system","W458XXA","Other foreign body or object entering through skin, initial encounter"
"Hospital observation services","W458XXS","Other foreign body or object entering through skin, sequela"
"Integumentary system","W458XXS","Other foreign body or object entering through skin, sequela"
"Hospital observation services","W460XXA","Contact with hypodermic needle, initial encounter"
"Musculoskeletal system","W460XXA","Contact with hypodermic needle, initial encounter"
"Nervous system","W460XXA","Contact with hypodermic needle, initial encounter"
